territory, volleyball, partner, sidewalk, trucks, trip, band, digestion, bubble, nest, note, touch, sun, birthday, wealth, hospital, drum
1, -8, book, -747.498047, <, 0, 77345.273438, 1, 1, 0, 0, 2, 5, 32202700, fffffffffffffff8, 1, -0.000153
0, -410658879, , -804.525391, w, 10, 0.010742, 1, 1, 1, 1, 1058, 0, 1624, e6b9648b695a, 0, -0.000122
0, 31174040, pan, -2092.072266, u, 4, 0.258789, 1, 1, 0, 1, 25, -6, 2755267, 10191ebfe0dd, 1, 0.000031
0, 5972, leg, -0.001953, !, 20, 30.193359, 1, 0, 0, 1, 4913, -17, -977584, fffffffffffcf9d6, 1, -23217.683594
1, 739, border, -0.232422, g, 0, 0.000977, 0, 0, 0, 1, 5, 7, 15936, fe727ed7d2fe4342, 0, 941.142273
1, -1143, side, -8.000000, y, 24, -0.003906, 1, 1, 1, 1, 31, -21, -10641, fffffffffffffef5, 0, 0.006409
1, 301531, drain, -0.117188, ], 121, 0.006836, 0, 0, 1, 0, 3, -12, -55757511, dfea58612, 0, -385.321655
1, -104, church, 186451.421875, {, 0, 1325.624023, 0, 1, 0, 1, 15050, 15, 0, fffffffffffffffd, 1, 0.000122
0, -428, year, -0.056641, *, 16, -385.769531, 0, 0, 0, 1, 429, 39, 469709, 1a523208e4118, 1, -657.696411
1, -3, start, -0.457031, /, 0, 3281.789062, 0, 1, 0, 1, 9, -8, 454320528, fffe994159d8e671, 1, -29547.761719
0, -13, stem, -1.160156, S, 167, -1775.363281, 1, 1, 0, 0, 3, 23, 1976, c15c3741d, 0, -0.000977
0, -1, spade, 8173.244141, g, 0, -0.000000, 0, 0, 0, 0, 30, 0, -171536, fffffffffffe228e, 0, 941.142273
0, 1973045, , -51035.666016, n, 2, 3.304688, 0, 0, 1, 1, 0, -37, -288988, ffffffff3d7d2a30, 1, 248.144257
0, -165, , -54.521484, K, 7, 90.243164, 1, 0, 1, 1, 8, -30, -86274, d44f35684a, 0, 0.009918
1, 2372, time, 1462312.767578, <, 5, -962705.937500, 0, 1, 1, 1, 20, -4, 40500353, fffccf3456805784, 0, 5.370361
0, -294, drain, 0.017578, w, 184, 7423.309570, 1, 0, 0, 1, 5, 3, 16, 1122d7ec889, 1, -0.001343
1, -58551, cook, 7.474609, <, 5, -962705.937500, 1, 0, 1, 0, 1, -4, 509, 1cf9916294721, 0, 335.343292
0, -11394214, memory, 39875.398438, ^, 0, 178462.531250, 1, 0, 1, 1, 1, -31, -1363939703, ffffffffff98d2b9, 0, 0.843750
1, 7017, theory, 0.000000, X, 1, -2.634766, 0, 1, 1, 0, 53, -26, -76399770, 1b16e34b55f5, 0, -39.106354
1, -32, corn, 0.011719, s, 3, -898308.062500, 0, 0, 0, 0, 7680, 2, 11162529, ffffa5b7fafc47f1, 1, 1.157867
1, 1364, locket, 0.337891, ), 15, 0.015625, 1, 1, 0, 1, 5, 1, -157105, 1276b63bbc87, 1, -0.000427
1, -3322115, girl, -31.791016, d, 12, -0.000000, 0, 1, 1, 1, 7352, -1, 0, b2dae2, 0, 2802.688477
1, 6, duck, -0.005859, 0, 117, -909885.812500, 0, 0, 0, 1, 0, -10, -1033896, ffffffffffffffe1, 1, -0.002899
1, -62663425, eggs, -114.138672, q, 79, -7.899414, 0, 1, 0, 1, 1074, 1, 216818, ffffffffffffffc1, 0, -0.021790
0, -15, turn, 0.005859, 5, 2, -0.005859, 0, 0, 1, 0, 9, -1, 5, 6a326dc299f41, 0, -480.132843
0, 1973045, , -223258.800781, n, 2, 3.304688, 0, 0, 1, 0, 14313, -49, -288988, 1f8ac, 0, 248.144257
0, -291468, rate, 0.121094, %, 1, -31810.343750, 0, 0, 1, 1, 2259, -19, 9, fffffffffffff836, 0, 0.000397
1, 130895891, coat, -1366191.892578, U, 3, -29347.976562, 1, 0, 1, 0, 8080, 1, 3644618, 8f, 1, -0.034912
0, 43, , -3.582031, 5, 1, 7773.039062, 0, 1, 0, 0, 16, -1, 1911, ffffffffffe4c63c, 0, -0.561798
0, -42313838, person, -11270.865234, T, 4, 2.639648, 0, 1, 0, 1, 12332, 0, 20, 68268dd, 0, 0.000153
1, -58551, cook, 7.474609, <, 27, -206.541016, 1, 0, 1, 0, 737, -4, -1695, 723, 0, 335.343292
0, 23, girls, 2.462891, U, 2, -2.613281, 0, 1, 0, 0, 7150, -92, -4780, d14737d2bc2ed883, 1, -0.287872
0, 94302, love, -2074.218750, %, 27, 1.000000, 0, 1, 0, 1, 1, -8, 1761, 3113b5cfbb65, 1, 0.001678
1, -658, ant, -333.890625, >, 1, 38.178711, 1, 1, 1, 1, 38, -12, 271, fffffe1ab4f02ea7, 1, 181.774841
0, -464304, join, 38.076172, 9, 31, 32.181641, 1, 0, 0, 0, 498, -125, -185, fffffffaea70d9cb, 1, -1110.677734
1, 71983, linen, -0.271484, 2, 12, 223210.375000, 1, 1, 1, 1, 38, 21, 114047, ffffffffffffff4f, 0, 0.449646
1, -32, ray, -1547.902344, ~, 9, 23.377930, 1, 0, 0, 0, 11524, -1, -64, 2fd91df1706c, 1, 0.001190
0, 61, theory, -314.091797, A, 57, -0.224609, 1, 0, 1, 1, 553, -3, 12695142, ffffffffe785a451, 1, -6.269073
1, -45115, blood, 0.107422, 3, 1, -3447.243164, 0, 1, 1, 0, 1665, -1, -1913, fffffffffd7ae23a, 1, 0.001190
1, -3032104, board, 3.011719, N, 5, 440034.250000, 1, 0, 1, 1, 30784, 0, -1306, 1fd0826, 0, 0.003448
0, -66446, boys, 0.275391, 8, 0, 0.000977, 1, 1, 0, 0, 1205, -6, 1666302, ffffffffffffff8e, 1, -0.000031
0, 630, bat, -21545.810547, 1, 3, 200.566406, 0, 0, 0, 1, 6, -87, -4, 30de26403d5, 1, 395.550079
1, -18388, help, 52.740234, &, 19, 3.250000, 1, 1, 1, 0, 825, 8, -118100, 29e09a98, 0, 0.000824
0, 9431, , 123.900391, T, 15, 765467.250000, 1, 0, 1, 0, 2114, -13, 4, fffffffe6a04209f, 1, 0.007660
1, 2, , 0.001953, ], 13, -0.003906, 1, 0, 1, 0, 1382, -7, 142, fffffffffffffffc, 1, 1.033386
1, -141503, badge, 0.005859, p, 31, -0.013672, 0, 0, 0, 1, 86, -11, -1216134156, 1, 0, 0.032990
1, 23, train, 5.083984, @, 5, 2.641602, 0, 0, 1, 0, 0, 0, 31, fffffffffffffad2, 1, -23.433136
1, 1, glue, -8.679688, G, 39, -0.043945, 1, 1, 1, 0, 188, 1, -4, 1, 1, -982.669922
